idx,subject_type,subject,relation,object_type,object,input,wiki_page
31,EVENT,Forced supermarket price slashing,ANTISPELATION,CONCEPT,Speculation,"SAN CRISTOBAL/BARINAS, Venezuela (Reuters) - Hungry mobs ransacked a food collection center, and a supermarket in Venezuela’s western Andean state of Merida on Thursday and reportedly even slaughtered cattle grazing in a field as unrest over food shortages spread through the country.An opposition lawmaker from Merida, Carlos Paparoni, said four people had died and 10 were injured in the chaos over the last two days, but he did not specify the circumstances.Four years of recession and the world’s highest inflation have plunged millions of Venezuelans into poverty, and President Nicolas Maduro’s authoritarian socialist regime faces mounting unrest.Venezuela’s Information Ministry did not respond to a request for information about the latest disturbances to rock the nation of 30 million people. Looters plundered a truck carrying corn, a food collection center, and a state-run supermarket, according to Paparoni, and a vet who witnessed the mayhem.A video on social media also showed around a dozen men running into a lush pasture, chasing a cow, and then apparently beating it to death.“They’re hunting. The people are hungry!” says the narrator of the video, who filmed the incident from his car. Lawmaker Paparoni said some 300 animals were believed to have been killed. Reuters could not verify the information.Zuley Urdaneta, a 50 year-old vet in Merida, witnessed the looting of a truck along the highway around 2 p.m. on Thursday afternoon. About two hours later, he said some 800 people converged on a food collection center and proceeded to plunder it.“They knocked down the gates and looted flour, rice, cooking oil, cooking gas,” said Urdaneta. “The police and the National Guard tried to control the situation by giving out what was left.”Looting has been increasing in the provinces since Christmas, with food shortages and hyperinflation leaving millions of people hungry, though the capital, Caracas, has so far been largely unaffected.The opposition says Maduro’s failed economic policies and rampant corruption are to blame for the meltdown in the once booming country home to the world’s largest crude reserves.“What we’re living is barbaric,” said opposition lawmaker Juan Guaido in a tweet referencing the slaughter the cattle. “The dehumanizing regime of Nicolas Maduro is turning a blind eye to the tragedy that we Venezuelans are living.”Maduro’s government accuses political opponents and business-friendly foreign powers of trying to foment a social uprising against him by stoking inflation and hoarding food.In what they said was an attempt to combat “speculation,” authorities last week forced over 200 supermarkets to slash prices, creating chaos as desperate Venezuelans leapt at the chance to buy cheaper food.Some supermarkets were sold out of fruit and vegetables, and staff were unsure if the shelves would be replenished.Writing by Alexandra Ulmer; Editing by Simon Cameron-MooreOur Standards: The Thomson Reuters Trust Principles. [/INST] \n",
33,GEOPOLITICAL_ENTITY,China,HAS,ECON_INDICATOR,inflation,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
33,PERSON,Grace Ng,IS_MEMBER_OF,COMPANY,JPMorgan,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
33,GEOPOLITICAL_ENTITY,China,HAS,ECON_INDICATOR,inflation outlook in China,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
33,EVENT,inflation in China will slow slightly in 2018,RELATE_TO,CONCEPT,high base effect,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
33,GEOPOLITICAL_ENTITY,China,HAS,EVENT,GDP could do better than earlier expected,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
35,GENERAL MAGISTRATION,Swiss task force,RELATE_TO,CONCEPT,blockchain oversight,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,GENERAL MAGISTRATION,Switzerland,HAS,GENERAL MAGISTRATION,Swiss task force,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,GENERAL MAGISTRATION,Swiss task force,RELATE_TO,CONCEPT,blockchain technology,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,GENERAL MAGISTRATION,Swiss task force,RELATE_TO,CONCEPT,initial coin offerings,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,CONCEPT,digital currency,RAISE,CONCEPT,digital tokens,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,REGULATIVE_BODY,FINMA,RELATE_TO,CONCEPT,digital currency,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,GENERAL MAGISTRATION,State Secretariat for International Financial Matters,INTRODUCE,GENERAL MAGISTRATION,Swiss task force,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,PRODUCT,Bitcoin,DECREASE,ECON_INDICATOR,20 percent,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,CONCEPT,regulators,NEGATIVE_Impact_ON,CONCEPT,cryptocurrencies,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
35,CONCEPT,regulators,NEGATIVE_ImpACT_ON,CONCEPT,speculation,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n",
37,COMPANY,General Motors,ANNONE,EVENT,2018 earnings,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,General Motors,PRODUCE,PRODUCT,pickup trucks,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,EVENT,"2018 earnings Wednesday, January 17, 2018","GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,EVENT,2018 earnings will be largely flat,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,EVENT,higher profits in 2019,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,PRODUCE,PRODUCT,high-margin pickup trucks,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,EVENT,revamped line of high-margin pickup trucks hits the U.S. market,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,EVENT,2018 earnings will be largely flat compared with 2017,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,EVENT,higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,EVENT,revamped line of high-margin pickup trucks,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,OPERATE_IN,COMPANY,U.S. market,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
37,COMPANY,GM,ANNONE,PRODUCT,high-margin pickup trucks hits the U.S. market,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n",
2,COMPAN,Novartis,Loves,EVENT,Elizabeth Barrett joining Novartis Oncology,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,IS_MEMBER_OF,Government Body,Executive Committee of Novartis,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,OPERATE_IN,CONCEPT,Oncology,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,HAS,CONCEPT,Global President Oncology,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,ANNounce,EVENT,CEO Novartis Oncology appointment,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,OPERATE_IN,CONCEPT,Novartis Oncology,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,HAS,CONCEPT,CEO,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,IS_MEMBER_OF,CONCEPT,Executive Committee of Novartis,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,HAS,CONCEPT,Global President,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,OPERATE_IN,CONCEPT,Novartis Oncology CEO,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,OPERATE_IN,CONCEPT,CEO Novartis Oncology,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,ANNounce,CONCEPT,Novartis Oncology CEO appointment,"Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
2,PERSON,Elizabeth Barrett,ANNounce,CONCEPT,"Novartis Oncology CEO appointment effective February 1, 2018","Jan 11 (Reuters) - Novartis says:* Elizabeth (Liz) Barrett, currently Global President Oncology at Pfizer, Inc., has been appointed CEO Novartis Oncology and a member of the Executive Committee of Novartis, effective February 1, 2018* Barrett succeeds Bruno Strigini who decided to retire from Novartis for personal reasons Further company coverage: (Reporting By Zurich newsroom)  [/INST] \n",
4,COMPANY,Casino,OPERATE_IN,SECTOR,French supermarket retailer,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
