idx,subject,subject_type,relation,object,input,object_type,wiki_page
36,WSIB,ORG,Produce,92 percent success rate,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",ECON_INDICATOR,
36,WSIB,ORG,Impact,world of work,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,WSIB,ORG,Raise,case complexity,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,WSIB,ORG,Operate_In,customer-centric service model,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,WSIB,ORG,Impact,"strengthened, professional work force","New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,WSIB,ORG,Impact,more employees gaining CDMP and CRTWC certification,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,WSIB,ORG,Impact,complex cases,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,Wolfgang Zimmermann,PERSON,Contact_Information,"778 421-0821, Ext. 202","New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,Wolfgang Zimmermann,PERSON,Contact_Information,wolfgang@nidmar.ca,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,Wolfgang Zimmermann,PERSON,Contact_Information,www.nidmar.ca,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
36,Evie DoCouto,PERSON,Contact_Information,416 344-4894,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n",CONCEPT,
